Gender,Marital Status,Age,Education,Income,Occupation,Settlement Size
female,non-single (divorced / separated / married / widowed),43,university,149358.0,skilled employee / official,big city
male,single,23,high school,52655.0,unemployed / unskilled,small city
male,single,32,high school,94519.0,unemployed / unskilled,small city
male,single,34,high school,102880.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),51,graduate school,186342.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),59,graduate school,228469.0,skilled employee / official,small city
male,single,46,high school,164456.0,unemployed / unskilled,small city
male,single,37,high school,120350.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),51,university,188640.0,management / self-employed / highly qualified employee / officer,big city
male,single,21,high school,43073.0,unemployed / unskilled,small city
male,single,35,high school,110798.0,unemployed / unskilled,small city
male,single,33,other / unknown,97499.0,unemployed / unskilled,small city
male,single,30,high school,85882.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),50,graduate school,180003.0,skilled employee / official,small city
female,single,28,high school,77015.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),34,university,102419.0,management / self-employed / highly qualified employee / officer,big city
female,single,27,high school,70718.0,unemployed / unskilled,small city
female,single,41,other / unknown,136670.0,unemployed / unskilled,small city
male,single,49,high school,175341.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),49,university,178723.0,skilled employee / official,big city
male,single,40,high school,132902.0,unemployed / unskilled,small city
male,single,36,high school,111709.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),43,graduate school,146005.0,management / self-employed / highly qualified employee / officer,small city
female,non-single (divorced / separated / married / widowed),57,high school,214579.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),28,university,77028.0,skilled employee / official,mid-sized city
female,non-single (divorced / separated / married / widowed),46,university,162486.0,management / self-employed / highly qualified employee / officer,small city
female,single,30,high school,82793.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),55,university,205366.0,skilled employee / official,big city
male,single,39,high school,127414.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),43,graduate school,146812.0,skilled employee / official,big city
male,single,30,high school,86169.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),48,university,170785.0,skilled employee / official,big city
male,single,26,high school,67206.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),45,university,160314.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),47,university,167941.0,skilled employee / official,big city
female,single,40,high school,131858.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),47,university,168247.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),47,university,167848.0,skilled employee / official,big city
female,single,29,high school,78132.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),43,university,149901.0,skilled employee / official,big city
male,single,37,high school,120483.0,unemployed / unskilled,small city
male,single,35,high school,108606.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),47,university,170108.0,skilled employee / official,small city
male,single,22,high school,45752.0,unemployed / unskilled,mid-sized city
female,non-single (divorced / separated / married / widowed),55,university,206921.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),37,high school,119275.0,management / self-employed / highly qualified employee / officer,big city
male,single,36,high school,114661.0,unemployed / unskilled,small city
male,single,36,high school,114207.0,unemployed / unskilled,mid-sized city
female,non-single (divorced / separated / married / widowed),43,university,149921.0,management / self-employed / highly qualified employee / officer,small city
female,non-single (divorced / separated / married / widowed),48,graduate school,172109.0,management / self-employed / highly qualified employee / officer,big city
